Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
2001-07-20,269.7,308.97,33200.06,188.83,416.23,464.83,12708.26,2232.25,357.49,1011.51,3004457.46,990.61,12352.25,4021495.97,1064.91,352147.21,7897.62,2228.94,532.9
2001-07-23,268.7,309.56,33377.9,189.31,415.6,466.44,12661.14,2224.03,355.36,1007.79,2760892.0,986.93,12294.36,4007928.47,1061.18,351459.54,7868.61,2208.53,529.46
2001-07-24,268.75,307.35,33341.12,189.25,413.71,463.32,12663.5,2224.52,355.42,1007.97,2660625.0,987.12,12285.91,4009212.5,1061.16,351928.13,7872.76,2200.93,529.45
2001-07-25,268.4,305.28,33167.52,188.01,412.4,460.09,12652.37,2221.55,356.84,1006.63,2697419.02,985.81,12269.9,4006271.14,1059.78,352274.87,7850.16,2201.85,528.35
2001-07-26,267.5,305.09,33121.85,187.41,410.48,460.98,12600.59,2214.12,350.69,1003.26,2688375.0,982.5,12224.75,3994176.25,1056.22,346412.5,7828.12,2180.93,526.16
2001-07-27,266.15,304.73,32938.71,186.96,408.54,459.88,12546.31,2202.92,355.98,998.17,2651518.4,977.57,12147.08,3974948.79,1050.89,346061.41,7792.6,2179.71,526.93
2001-07-30,266.3,304.27,33331.41,186.93,407.55,459.79,12553.37,2204.08,352.98,998.76,2583108.11,978.09,12177.89,3978918.53,1051.48,347454.67,7806.58,2188.66,526.8
2001-07-31,265.9,303.89,33206.91,186.58,406.4,459.32,12531.86,2200.85,353.58,997.23,2526049.07,976.65,12151.62,3973741.09,1049.91,345138.07,7804.96,2198.41,524.15
2001-08-01,267.35,304.15,33353.23,186.7,410.92,459.09,12594.85,2212.83,355.44,1002.67,2573242.34,981.98,12223.23,3995409.89,1055.63,346685.92,7845.11,2204.99,518.52
2001-08-02,267.0,302.76,33022.56,186.46,410.81,456.94,12575.7,2209.91,358.85,1001.36,2569875.0,980.66,12183.21,3991650.0,1054.25,344029.5,7835.38,2197.94,513.56
2001-08-03,267.85,302.42,33059.36,187.4,411.28,455.99,12621.08,2216.94,359.59,1004.54,2548591.36,983.81,12167.08,4005694.56,1057.61,345124.54,7868.62,2207.32,516.59
2001-08-06,267.2,303.5,33094.05,188.32,408.07,457.55,12587.79,2211.61,363.12,1002.11,2509007.54,981.37,12137.55,3997578.47,1130.26,344287.14,7842.32,2219.07,516.53
2001-08-07,266.45,303.89,32983.84,187.93,408.63,457.73,12555.12,2205.46,363.17,999.29,2492639.29,978.67,12118.14,3986357.72,1124.42,343054.31,7812.84,2207.35,516.78
2001-08-08,266.4,303.97,32789.83,188.41,407.94,457.57,12558.09,2205.07,366.7,999.11,2485511.09,978.46,12094.55,3987473.74,1122.88,342323.88,7820.17,2209.17,514.98
2001-08-09,270.0,303.81,33227.55,189.96,414.94,457.92,12725.1,2234.87,373.68,1012.61,2484000.0,991.66,12262.05,4041900.0,1136.7,347895.0,7926.66,2232.58,526.21
2001-08-10,275.8,308.02,33608.96,193.32,424.84,465.99,12995.69,2282.74,383.5,1034.36,2512536.22,1013.01,12485.45,4130377.88,1161.12,353437.45,8090.31,2271.63,535.95
2001-08-13,275.6,306.73,33685.19,193.83,424.12,464.74,12986.26,2281.17,385.7,1033.64,2356378.75,1012.25,12440.58,4127383.41,1164.41,354008.01,8087.2,2282.77,532.87
2001-08-14,274.5,305.88,33432.73,193.2,422.84,463.96,12933.75,2272.12,396.93,1029.48,2329132.5,1008.24,12325.05,4112284.5,1159.76,353693.25,8057.95,2274.67,531.26
2001-08-15,275.35,302.22,33022.71,191.47,421.53,458.76,12971.73,2279.1,406.14,1032.67,2416194.96,1011.33,12354.95,4126392.9,1165.42,354788.29,8084.27,2268.77,522.68
2001-08-16,275.9,302.26,33156.27,191.19,422.26,459.01,12997.64,2283.62,401.43,1034.73,2414124.15,1013.38,12317.55,4135463.64,1161.54,352875.98,8104.0,2273.42,522.93
2001-08-17,277.45,302.69,33371.68,192.13,427.63,459.71,13073.44,2296.4,398.97,1040.55,2427687.07,1019.07,12439.47,4158697.32,1168.06,356800.64,8149.26,2296.45,518.21
2001-08-20,276.65,303.18,33386.11,191.53,427.62,460.01,13038.51,2289.78,395.33,1037.22,2358440.42,1016.13,12418.81,4146705.39,1167.46,356048.42,8127.97,2300.09,519.92
2001-08-21,276.3,302.76,33099.33,190.8,427.71,459.35,13022.01,2286.88,398.01,1036.26,2360291.08,1014.82,12339.55,4140490.72,1173.58,354713.64,8113.27,2315.01,519.75
2001-08-22,275.85,299.51,33039.91,189.49,426.13,455.29,13000.8,2283.18,402.05,1034.57,2376446.49,1013.17,12304.28,4133334.21,1172.36,353639.51,8103.36,2310.96,513.78
2001-08-23,274.85,301.01,33030.08,189.97,424.07,457.05,12950.92,2274.88,404.99,1030.82,2398064.97,1009.52,12266.55,4118350.21,1172.18,352769.79,8072.89,2296.78,516.54
2001-08-24,272.8,298.79,32735.98,188.61,420.22,453.99,12854.33,2258.05,397.47,1023.14,2371994.3,1001.99,12106.85,4087905.07,1162.75,349729.35,8014.31,2281.97,514.81
2001-08-27,272.8,299.94,32753.71,189.06,420.9,455.77,12859.78,2257.96,387.92,1023.14,2382906.29,1001.97,12068.66,4088859.87,1163.49,349320.15,8010.22,2293.05,516.37
2001-08-28,271.05,298.05,32715.71,187.15,417.34,452.11,12777.29,2243.42,378.11,1016.55,2447579.74,995.54,12019.7,4063307.62,1155.3,347079.28,7957.21,2268.5,513.45
2001-08-29,272.85,299.74,32605.56,187.93,421.33,455.0,12853.95,2258.35,375.99,1023.3,2496576.16,1002.18,12055.87,4090701.43,1163.57,349629.78,8011.96,2272.51,515.2
2001-08-30,272.3,299.49,32673.25,187.88,420.95,454.41,12833.49,2253.74,375.23,1021.26,2428914.26,1000.16,12056.07,4082863.27,1160.62,349523.99,8016.5,2280.73,512.42
2001-08-31,273.0,300.53,32488.36,188.22,423.18,455.66,12869.22,2259.59,374.15,1023.86,2419462.5,1002.73,12035.2,4093362.0,1163.61,348757.5,8030.56,2301.14,519.01
2001-09-03,273.35,301.58,32461.66,188.26,424.13,457.37,12884.89,2262.52,381.05,1025.06,2456731.81,1003.99,12035.59,4098607.7,1165.1,349751.14,8040.86,2312.9,518.99
2001-09-04,272.3,305.68,32362.83,188.3,422.15,462.96,12844.38,2253.77,389.52,1021.21,2447975.24,1000.16,12032.92,4083407.87,1160.62,349088.35,8024.67,2299.63,521.85
2001-09-05,271.3,305.35,32663.14,186.76,423.15,461.56,12791.78,2245.55,383.35,1017.48,2456619.73,996.48,12029.43,4068683.17,1156.36,348077.65,7996.83,2304.28,522.23
2001-09-06,272.05,305.3,32986.04,187.32,423.77,461.86,12832.59,2251.7,379.92,1020.32,2448448.24,999.21,12098.05,4080747.07,1159.56,349856.05,8013.77,2319.39,521.47
2001-09-07,273.6,302.86,32890.81,187.16,428.02,458.91,12930.33,2264.5,385.09,1026.14,2503438.66,1004.93,12197.08,4104545.0,1166.16,352984.82,8057.79,2321.77,527.27
2001-09-10,271.5,301.87,32825.71,186.18,425.25,457.53,12850.09,2247.12,387.97,1018.23,2463862.5,997.19,12122.47,4073314.5,1157.21,350506.5,7998.93,2312.5,529.96
2001-09-11,287.0,316.29,34062.59,195.34,451.08,475.39,13606.67,2375.47,433.37,1076.36,2608830.0,1054.04,12848.99,4305574.0,1223.28,372181.54,8459.32,2478.24,551.39
2001-09-12,279.0,308.05,33327.94,190.67,434.88,463.39,13235.76,2309.25,405.94,1046.47,2522160.0,1024.74,12388.99,4186116.0,1189.18,358459.15,8224.36,2406.4,539.55
2001-09-13,280.25,308.54,33328.73,190.79,438.37,463.93,13323.08,2319.57,412.53,1051.22,2550975.63,1029.33,12395.46,4204590.75,1191.06,361592.56,8260.65,2412.28,544.39
2001-09-14,285.75,310.4,33515.62,194.51,447.54,464.6,13658.85,2365.04,427.05,1071.82,2603182.5,1049.53,12603.0,4286250.0,1214.44,370760.63,8423.08,2465.19,554.64
2001-09-17,293.25,318.92,34509.66,200.05,459.38,473.83,14032.01,2427.14,451.31,1099.89,2731623.75,1077.08,12891.27,4398163.5,1246.31,380873.04,8639.14,2537.02,581.85
2001-09-18,289.4,313.95,33982.78,197.92,454.7,464.83,13882.51,2395.3,432.8,1085.45,2771004.06,1062.94,12782.79,4340130.34,1229.95,375351.67,8525.72,2509.1,583.94
2001-09-19,288.1,309.95,33792.67,196.24,451.97,458.57,13833.11,2384.49,433.3,1080.46,2767199.09,1058.19,12716.73,4320633.5,1224.42,373521.46,8485.98,2490.57,582.96
2001-09-20,288.5,311.19,33519.37,196.83,453.0,458.92,13842.23,2387.8,438.95,1081.96,2724882.5,1059.63,12737.27,4326346.0,1227.86,374660.5,8486.51,2507.27,584.36
2001-09-21,292.5,319.32,34106.96,200.7,459.46,460.95,14048.77,2420.93,451.91,1097.17,2753887.5,1074.32,12950.44,4386622.5,1244.88,380250.0,8607.1,2564.84,602.1
2001-09-24,288.2,314.94,33856.29,196.78,452.16,460.77,13807.66,2385.43,446.57,1081.01,2724930.54,1058.53,12801.84,4322422.87,1224.85,376907.84,8483.45,2521.37,586.97
2001-09-25,288.0,311.86,33808.32,195.96,451.81,456.68,13783.68,2383.83,447.26,1080.26,2741040.0,1057.79,12804.48,4319424.0,1225.73,376761.59,8474.69,2523.02,582.29
2001-09-26,291.45,316.38,34357.58,197.61,458.36,467.49,13948.79,2412.3,451.75,1093.14,2808120.28,1070.47,12919.97,4371166.37,1238.66,380123.6,8571.25,2585.92,595.16
2001-09-27,289.8,314.86,34677.44,196.38,457.28,466.26,13869.81,2398.64,446.29,1087.07,2803088.61,1064.43,12887.39,4347576.67,1235.21,377981.51,8535.76,2603.53,594.83
2001-09-28,293.1,321.84,34916.98,199.43,463.01,473.8,14024.83,2425.93,448.59,1099.42,2845266.83,1076.53,13037.08,4397377.1,1249.28,383814.26,8637.36,2640.18,593.92
2001-10-01,290.6,317.35,34903.94,196.57,458.07,470.48,13942.98,2405.24,450.43,1089.87,2920528.53,1067.4,12940.41,4360450.8,1237.23,380540.51,8560.2,2621.94,589.81
2001-10-02,291.65,318.36,35235.68,198.91,457.69,472.41,13993.36,2413.93,458.18,1093.83,2931081.52,1071.2,13028.0,4377081.73,1241.26,383884.18,8599.88,2674.43,589.79
2001-10-03,290.1,315.19,35019.4,196.48,455.02,467.09,13898.68,2401.1,460.39,1087.87,2873439.05,1065.54,12958.76,4354398.8,1234.66,382496.66,8557.95,2702.57,583.7
2001-10-04,290.35,317.91,35014.74,196.59,455.15,471.88,13933.89,2403.17,465.43,1088.99,2823652.33,1066.45,12969.93,4358732.0,1237.56,381664.88,8573.16,2706.35,583.62
2001-10-05,291.2,316.9,35021.16,196.68,455.35,470.38,13977.6,2410.2,465.63,1092.2,2872687.52,1069.55,13031.2,4372367.27,1241.18,382345.54,8595.64,2688.68,575.72
2001-10-08,291.85,317.57,34978.2,197.99,455.72,469.64,14046.73,2415.55,472.8,1094.55,2965924.14,1071.96,13069.04,4382709.25,1240.36,382994.51,8612.78,2706.94,575.19
2001-10-09,290.0,315.84,34823.2,197.74,453.13,468.03,13954.8,2400.3,472.27,1087.7,2900000.0,1065.17,12997.8,4354930.0,1234.24,379551.94,8565.15,2690.94,577.57
2001-10-10,287.15,315.06,34545.57,197.98,450.22,467.39,13794.68,2376.68,471.21,1077.01,2867191.77,1054.73,12858.57,4313135.11,1220.39,375190.02,8484.7,2646.78,572.13
2001-10-11,281.85,312.51,34203.89,195.27,441.43,463.59,13540.07,2332.76,443.35,1057.13,2800882.92,1035.26,12612.78,4233948.5,1199.55,367010.76,8329.51,2578.17,565.17
2001-10-12,281.8,311.07,34220.36,194.28,441.55,461.36,13532.02,2332.32,451.58,1056.95,2809544.05,1035.08,12602.08,4232633.07,1199.34,366128.4,8315.06,2574.52,562.81
2001-10-15,281.85,310.61,34108.06,194.77,439.07,459.39,13534.43,2332.76,454.06,1057.13,2808633.79,1035.26,12563.46,4235075.9,1199.55,365531.05,8320.77,2532.7,549.09
2001-10-16,281.1,309.27,34077.73,194.18,439.02,458.14,13492.79,2326.58,459.88,1054.32,2810998.54,1032.51,12538.46,4223806.4,1194.67,364727.06,8305.37,2608.04,547.21
2001-10-17,281.6,310.58,34055.28,194.05,441.44,460.13,13516.79,2330.77,459.43,1056.08,2819518.53,1034.32,12595.96,4231319.4,1198.49,366488.12,8324.37,2619.22,547.97
2001-10-18,281.0,311.22,34006.62,194.52,442.72,459.88,13496.43,2325.84,458.31,1053.86,2819835.0,1032.11,12557.89,4222306.0,1198.04,365229.75,8306.92,2597.25,551.2
2001-10-19,279.15,311.06,33852.51,194.1,440.28,458.75,13407.57,2310.47,461.02,1046.98,2816622.51,1025.32,12491.96,4194506.43,1190.16,362755.3,8251.39,2578.76,550.16
2001-10-22,275.9,309.37,33655.65,193.25,435.56,457.25,13243.2,2283.62,449.99,1034.82,2790037.76,1013.38,12343.76,4145671.93,1172.57,358807.82,8157.53,2619.86,543.32
2001-10-23,276.05,310.76,33956.88,194.29,433.59,459.93,13244.87,2284.81,444.3,1035.3,2807426.51,1013.93,12372.55,4148200.42,1176.94,359278.82,8165.28,2616.51,542.87
2001-10-24,275.5,308.96,33863.08,193.66,433.61,457.91,13232.26,2280.23,443.55,1033.35,2818365.0,1011.91,12334.13,4140214.0,1174.59,356359.25,8149.56,2583.47,541.9
2001-10-25,276.7,308.75,33945.55,193.57,436.58,456.47,13284.36,2290.22,445.07,1037.9,2840325.0,1016.32,12418.29,4158246.87,1175.97,357911.39,8199.72,2591.46,546.51
2001-10-26,277.25,310.71,34135.02,193.49,436.67,458.52,13299.68,2294.8,446.65,1039.88,2844585.0,1018.34,12448.52,4167067.5,1178.31,358900.13,8238.48,2596.64,552.73
2001-10-29,278.6,308.08,33986.39,191.91,438.82,454.42,13364.43,2305.97,449.24,1044.86,2861220.5,1023.27,12481.27,4187913.0,1187.81,359811.71,8276.09,2593.57,550.92
2001-10-30,280.4,308.54,34100.83,192.54,442.58,453.6,13453.59,2320.81,448.08,1051.61,2916158.98,1029.91,12517.05,4214971.33,1191.7,364071.21,8323.39,2628.41,553.17
2001-10-31,278.75,309.48,34120.39,191.67,442.26,455.17,13377.21,2307.16,443.49,1045.31,2919906.25,1023.85,12462.91,4190170.0,1188.31,360981.25,8287.51,2627.89,552.42
2001-11-01,280.6,309.54,34141.98,191.86,446.32,455.78,13468.79,2322.5,444.47,1052.39,2953313.46,1030.64,12554.03,4218538.2,1196.7,364218.61,8351.21,2672.18,550.84
2001-11-02,279.9,309.56,34037.23,191.29,445.74,456.07,13432.39,2316.7,439.44,1049.76,2987931.46,1028.07,12519.92,4208854.83,1193.72,362890.22,8330.66,2669.46,551.53
2001-11-05,278.25,310.27,33849.11,191.0,443.59,456.78,13347.65,2303.02,434.07,1043.58,3039881.25,1022.01,12426.64,4184601.75,1187.52,361057.16,8276.54,2639.03,547.74
2001-11-06,278.95,311.05,33761.31,191.26,444.79,457.78,13386.81,2308.78,429.44,1046.17,3022422.72,1024.58,12457.9,4195407.27,1188.97,361309.92,8298.06,2636.47,544.29
2001-11-07,280.3,311.51,33928.89,191.34,446.04,457.95,13451.58,2319.93,438.39,1051.24,2981689.17,1029.54,12512.58,4216549.96,1196.12,362259.44,8338.35,2677.48,543.85
2001-11-08,279.95,313.74,33816.55,192.37,446.97,460.15,13443.19,2317.03,432.24,1049.95,2931075.99,1028.26,12452.17,4211847.02,1193.23,360421.55,8329.91,2665.88,543.8
2001-11-09,277.15,310.18,33318.96,190.11,444.27,454.78,13303.2,2293.86,433.88,1039.42,2885130.48,1017.97,12326.24,4170551.73,1181.3,355652.61,8239.8,2663.96,539.94
2001-11-12,280.0,313.02,33664.4,192.2,448.98,457.63,13437.2,2317.42,438.06,1050.14,2970940.0,1028.44,12446.0,4214000.0,1193.44,359743.95,8324.54,2713.9,539.4
2001-11-13,276.5,313.53,33586.45,191.61,441.65,460.57,13288.59,2288.45,432.31,1037.01,2952328.75,1015.58,12276.6,4162569.25,1179.91,355952.23,8220.48,2676.85,532.35
2001-11-14,278.25,314.87,33835.2,192.88,443.17,462.53,13372.69,2302.99,429.13,1043.58,2961971.25,1022.01,12362.65,4188775.5,1186.32,357551.25,8286.98,2691.29,535.82
2001-11-15,275.45,312.62,33721.96,192.38,437.47,459.2,13216.09,2279.9,419.1,1033.07,2926655.73,1011.73,12243.75,4147725.36,1174.38,353719.03,8211.16,2642.91,531.96
2001-11-16,274.5,310.06,33692.13,192.08,436.48,454.49,13170.51,2272.06,415.87,1029.48,2919307.5,1008.24,12212.5,4133283.75,1170.33,352458.0,8190.34,2625.04,526.57
2001-11-19,273.6,311.16,33737.6,193.44,433.19,454.91,13119.11,2264.59,400.28,1026.11,2892634.45,1004.93,12172.45,4117951.4,1166.49,351370.61,8180.63,2649.1,525.35
2001-11-20,272.95,309.15,33474.58,192.58,434.45,450.34,13096.14,2259.18,400.14,1023.62,2875527.74,1002.55,12114.88,4110353.31,1164.05,350194.79,8172.12,2652.28,525.51
2001-11-21,272.8,311.34,33593.93,193.02,436.86,453.12,13088.93,2257.94,410.56,1023.05,2848029.96,1001.99,12100.03,4108501.46,1163.08,349797.55,8168.25,2700.47,527.86
2001-11-22,272.75,310.22,33782.81,193.02,436.45,452.38,13098.82,2257.52,408.72,1022.87,2877512.5,1001.81,12096.46,4106796.75,1163.91,348451.71,8171.59,2710.92,528.38
2001-11-23,273.1,311.54,33981.81,193.94,436.52,456.05,13122.44,2260.42,408.01,1024.18,2866182.96,1003.1,12057.36,4113703.09,1164.63,347342.01,8177.92,2717.48,527.83
2001-11-26,272.6,310.05,33877.35,193.03,436.46,453.99,13084.79,2256.31,403.58,1022.39,2821408.48,1001.26,12038.01,4104672.29,1163.95,344089.17,8162.95,2698.08,526.56
2001-11-27,273.3,309.97,33874.14,193.3,435.94,453.4,13110.19,2262.1,403.39,1024.93,2850516.96,1003.83,12041.59,4114528.56,1165.21,345860.9,8183.91,2724.47,522.16
2001-11-28,274.4,309.74,33804.69,192.74,435.01,452.21,13168.45,2271.26,406.66,1029.05,2853758.98,1007.87,12095.54,4133285.73,1172.32,349077.81,8216.85,2707.67,527.59
2001-11-29,274.8,309.95,34036.7,193.19,434.13,455.34,13179.4,2274.63,410.83,1030.55,2861215.57,1009.34,12110.43,4139309.46,1171.61,349215.54,8228.82,2776.85,530.71
2001-11-30,275.5,307.68,33919.56,193.19,433.0,453.69,13204.71,2280.37,407.46,1033.18,2883107.5,1011.91,12091.69,4150958.5,1174.59,350697.71,8248.47,2832.14,529.71
2001-12-03,276.35,310.3,34216.25,194.47,435.8,457.17,13248.21,2287.35,409.55,1036.37,2889237.72,1015.03,12153.87,4164177.77,1179.96,350908.99,8278.69,2877.35,533.39
2001-12-04,276.6,310.26,34338.49,194.5,434.79,457.11,13243.6,2289.44,408.54,1037.3,2896000.47,1015.95,12178.69,4167529.99,1179.28,352415.83,8283.14,2928.17,536.77
2001-12-05,275.0,309.61,34170.12,194.0,432.0,456.66,13169.75,2276.23,400.67,1031.3,2879250.0,1010.07,12086.25,4143700.0,1174.19,349194.95,8237.9,2968.62,532.43
2001-12-06,274.55,308.07,34193.8,192.61,432.64,454.65,13137.21,2272.53,398.65,1029.62,2855317.97,1008.42,12047.24,4136779.18,1172.27,349872.5,8224.96,2980.24,529.3
2001-12-07,274.1,307.7,34428.31,191.48,431.13,454.95,13104.71,2268.78,398.82,1027.93,2841044.98,1006.77,12008.31,4129862.49,1170.35,348997.64,8244.92,3043.88,531.0
2001-12-10,272.65,306.83,34402.96,190.08,430.6,454.34,13035.39,2256.72,392.62,1022.57,2791935.0,1001.44,11955.7,4106925.48,1162.44,349714.37,8208.94,2997.79,529.73
2001-12-11,272.2,306.29,34374.77,189.65,429.15,452.51,13011.15,2252.94,389.25,1020.86,2766912.5,999.76,11919.63,4100147.86,1162.24,347966.77,8186.41,3011.89,529.06
2001-12-12,273.5,305.52,34529.38,189.23,428.44,450.86,13070.56,2263.7,391.1,1025.68,2741837.5,1004.54,11951.95,4119730.5,1167.79,348534.69,8225.51,3045.42,526.87
2001-12-13,274.35,305.65,34672.33,189.66,429.99,450.56,13123.52,2270.71,386.56,1028.92,2773677.02,1007.63,11983.6,4131983.14,1244.18,349686.28,8322.4,3161.88,528.21
2001-12-14,277.05,306.91,35285.06,190.92,433.75,452.67,13258.22,2293.09,401.03,1038.99,2824522.76,1017.58,12140.32,4172647.11,1256.42,356258.32,8404.3,3381.39,534.54
2001-12-17,277.75,306.91,35445.06,190.54,433.82,453.12,13279.23,2298.91,402.04,1041.65,2831661.25,1020.18,12179.33,4184026.0,1259.6,359311.26,8450.54,3284.39,536.3
2001-12-18,278.85,309.25,35652.35,191.4,438.88,455.92,13331.81,2307.98,403.08,1045.77,2831720.26,1024.22,12223.38,4201151.89,1264.58,360274.01,8448.45,3396.39,540.3
2001-12-19,278.65,310.16,35695.05,192.21,438.79,456.99,13305.53,2306.3,410.45,1045.05,2812970.76,1023.45,12210.44,4198139.43,1272.04,360085.34,8440.3,3492.88,542.33
2001-12-20,276.1,307.67,35509.2,190.78,435.3,451.37,13192.05,2285.17,409.59,1035.46,2793440.27,1014.11,12118.02,4159720.39,1252.11,358998.84,8365.82,3719.06,546.08
2001-12-21,277.5,312.85,35954.28,192.86,439.87,458.43,13264.5,2296.78,411.53,1040.74,2819400.0,1019.26,12210.0,4182618.75,1259.85,363289.1,8379.11,3432.54,548.09
2001-12-24,277.5,316.02,36066.67,192.79,443.56,468.5,13292.25,2296.76,407.92,1040.71,2827725.0,1019.26,12198.9,4183035.0,1275.81,363039.38,8379.11,3325.84,545.62
2001-12-25,277.5,316.02,36066.67,192.79,443.56,468.5,13292.25,2296.76,407.92,1040.71,2827725.0,1019.26,12198.9,4183035.0,1275.81,363039.38,8379.11,3325.84,545.62
2001-12-26,277.5,315.74,36234.56,191.67,443.67,468.59,13325.55,2296.76,404.87,1040.76,2827031.25,1019.23,12223.87,4183590.0,1269.56,365689.45,8379.11,3309.19,546.04
2001-12-27,277.7,313.15,36470.33,191.07,443.57,464.93,13374.03,2298.44,400.3,1041.49,2891550.74,1019.99,12291.0,4187159.86,1271.87,369104.86,8385.15,3281.02,546.87
2001-12-28,276.5,313.56,36276.8,190.9,441.52,464.19,13338.36,2288.53,399.54,1036.99,2896337.5,1015.58,12213.0,4170311.25,1266.37,365781.82,8431.87,3311.09,542.58
2001-12-31,276.5,310.53,36238.09,189.98,441.38,459.07,13332.83,2288.48,402.31,1036.99,2875600.0,1015.56,12229.59,4170449.5,1264.99,363182.75,8431.87,3316.62,540.14
2002-01-01,276.5,310.53,36238.09,189.98,441.38,459.07,13332.83,2288.48,402.31,1036.99,2875600.0,1015.56,12229.59,4170449.5,1264.99,363182.75,8431.87,3316.62,540.14
2002-01-02,278.35,307.81,36775.58,192.46,444.5,456.61,13422.03,2303.79,402.35,1043.9,2899013.72,1022.38,12300.28,4198629.19,1277.63,367087.73,8488.28,3418.14,542.06
2002-01-03,278.8,309.64,36716.54,193.38,445.13,459.32,13446.51,2307.51,396.45,1045.61,2892547.97,1024.03,12281.13,4206113.25,1275.51,366008.33,8541.31,3457.12,542.1
2002-01-04,277.75,310.44,36408.86,192.69,443.68,458.51,13401.44,2298.88,392.74,1041.65,2892766.25,1020.15,12200.17,4190692.0,1270.71,363491.41,8481.09,3356.61,535.78
2002-01-07,278.6,312.19,36594.09,193.73,444.84,459.97,13436.87,2305.89,389.34,1044.86,2890473.48,1023.3,12227.75,4203514.59,1274.59,362750.89,8507.04,3272.16,537.11
2002-01-08,278.6,312.65,36925.62,193.18,445.01,461.31,13442.44,2305.86,388.09,1044.86,2904403.47,1023.27,12272.32,4204907.59,1274.59,364840.38,8531.37,3221.45,533.1
2002-01-09,281.1,316.23,37259.78,195.23,448.8,467.13,13568.69,2326.58,395.23,1054.21,2929060.47,1032.48,12382.45,4244045.59,1291.65,368240.81,8587.6,3196.11,537.48
2002-01-10,286.85,321.11,38043.46,198.51,459.07,476.31,13872.05,2374.14,396.57,1075.77,2991843.97,1053.57,12647.21,4330859.09,1316.64,376390.01,8760.68,3313.12,548.47
2002-01-11,285.75,320.81,37721.86,198.02,456.17,474.6,13827.44,2365.1,393.48,1071.65,2980658.25,1049.56,12550.14,4314110.63,1311.59,375946.96,8708.23,3276.12,548.46
2002-01-14,286.35,320.12,37692.23,197.58,457.44,473.94,13833.56,2370.03,390.58,1073.93,2979470.23,1051.76,12570.76,4324455.49,1326.52,375476.25,8726.51,3280.85,552.37
2002-01-15,284.2,318.86,37311.19,196.76,452.3,471.71,13715.49,2352.27,389.35,1065.83,2952126.99,1043.87,12453.64,4291987.66,1310.16,374362.39,8680.89,3330.82,548.75
2002-01-16,284.6,322.09,37534.45,197.87,452.97,473.63,13731.94,2355.55,391.47,1067.33,2955711.78,1045.36,12488.24,4298596.19,1312.72,374533.41,8685.98,3331.24,552.51
2002-01-17,285.0,323.64,37642.8,198.37,459.33,475.35,13756.95,2358.89,388.31,1068.84,2962717.5,1046.83,12505.8,4305210.0,1318.84,375530.22,8716.72,3266.1,555.01
2002-01-18,283.2,320.51,37601.87,197.24,457.17,471.39,13655.9,2343.96,382.6,1062.08,2944005.09,1040.19,12455.13,4278018.46,1310.51,373965.54,8667.33,3243.91,550.22
2002-01-21,282.3,319.6,37435.77,196.55,456.06,469.24,13612.49,2336.54,374.47,1058.68,2931683.47,1036.92,12412.72,4265832.35,1307.75,372706.32,8637.24,3250.32,546.25
2002-01-22,282.05,319.6,37846.85,197.49,453.51,469.42,13620.18,2334.44,378.65,1057.77,2932048.74,1036.0,12463.78,4261490.5,1306.6,375535.2,8629.31,3287.29,543.55
2002-01-23,280.75,317.52,37640.15,196.93,451.14,467.42,13537.76,2323.63,383.22,1052.9,2919800.0,1031.19,12400.73,4241851.75,1299.17,373678.25,8585.33,3190.72,540.11
2002-01-24,279.2,317.89,37516.1,196.27,447.03,467.66,13485.35,2310.85,376.5,1047.06,2921548.29,1025.5,12329.47,4219409.26,1292.0,371461.56,8548.35,3158.31,538.16
2002-01-25,279.0,322.69,37490.63,197.87,448.49,474.75,13484.07,2309.14,372.6,1046.31,2911365.0,1024.77,12295.53,4218340.5,1291.07,370400.36,8559.72,3173.63,539.86
2002-01-28,279.1,324.01,37192.84,198.11,449.85,477.01,13486.1,2310.03,371.2,1046.71,2898451.98,1025.13,12299.93,4219850.24,1292.93,368802.52,8560.35,3209.65,541.63
2002-01-29,277.9,322.5,37105.19,197.0,441.36,474.51,13444.79,2300.07,366.69,1042.21,2860979.49,1020.73,12244.27,4201707.57,1287.37,365063.18,8523.19,3167.23,540.45
2002-01-30,281.5,326.57,37438.09,199.17,447.98,480.97,13647.12,2329.83,373.27,1055.68,2906487.5,1033.95,12374.74,4257406.0,1304.05,369032.41,8644.86,3224.58,556.1
2002-01-31,282.3,327.91,37764.65,199.75,448.91,483.27,13694.36,2336.45,369.39,1058.71,2911922.49,1036.92,12433.89,4268655.35,1307.75,371054.84,8675.78,3223.58,557.13
2002-02-01,283.9,329.69,38008.52,200.81,451.63,487.8,13771.98,2349.73,370.92,1064.71,2931266.49,1042.74,12512.89,4293986.02,1315.17,374137.45,8727.08,3304.59,557.32
2002-02-04,287.4,331.76,38217.0,202.92,458.0,490.85,13964.76,2378.69,377.5,1077.84,2964529.99,1055.65,12645.6,4348360.52,1331.38,378577.52,8834.67,3342.32,563.64
